row	training	assigned_sex	height	weight	max_hr	age	VO2_Max
898	moderate	female	61.14709108703139	214.03071127686766	188.47286679108183	36.42084486899263	28.024965343863673
899	intense	male	61.99868215084789	90.18414752541884	194.32948479117474	24.061754412012036	75.02308241013357
900	low	female	62.889667977292106	116.02632519388993	185.8591732739631	34.90650075472173	31.366179627109986
901	low	male	72.04701641459627	186.25769821430725	190.2050548801723	36.6308332137838	33.2190031715092
902	none	male	63.698153068569496	130.7982054538886	200.6945619784054	21.641890294283602	38.94522374838476
903	high	male	66.95983709187955	184.3896699860278	199.2765338813956	37.49970642827721	48.36326259562135
904	none	male	64.05781147024986	192.46653621381375	195.1704998438133	44.48006998917356	30.65990438016577
905	moderate	male	70.96253980639234	217.74388337083428	192.11061380566872	26.175930250068916	43.42455015826626
906	high	male	67.12493010832044	151.5353650308574	197.6810395858498	20.11503101182069	49.641204097796155
907	moderate	female	62.17662558243864	144.97972632118024	184.6633500852153	33.48760662084648	32.349999865089195
908	high	male	73.43152187744583	142.2233322646331	192.17900529674924	37.593810264789994	51.24161869201296
909	high	female	66.91916560128772	151.56886323429723	189.08078060456262	42.97992315396812	42.84022430416505
910	moderate	male	58.61840241820701	164.20478965512103	199.40455518235115	32.43270524933294	45.690733384255545
911	none	male	70.9502896301039	220.76408181581292	192.88284841666305	31.961895762414393	32.09655928755238
912	high	male	67.00906864747914	113.56406996865866	195.98699648598807	21.705010991509152	61.292152035631666
913	high	female	59.82349106111044	155.56107811622192	191.64176745586735	32.57515799133679	44.809392376001036
914	none	male	66.98301103745382	142.0727259202275	184.9836279920271	37.43132565976905	29.21857721584014
915	low	male	66.42132414305652	185.34008447482853	190.15478881081108	23.384966282436757	47.30331095469025
916	low	male	59.57337771200487	185.8677744334542	187.70186451441842	32.403784149114834	37.445155478951165
917	high	male	60.98929316193879	175.57481501242032	192.89408045067174	32.43798794035888	56.77327022936385
918	high	male	68.78547257446252	109.68185724644441	192.04125321326723	36.17762599303957	53.50070309935496
919	high	female	55.22525541116057	176.73425879700778	194.4249852952756	39.926205549334135	37.44804118507955
920	none	male	66.01566246995544	146.4167910425524	191.77575916238257	24.761918854758232	30.02872317595526
921	none	male	64.80492724969709	149.49521489838747	191.3064784027442	27.869241181435285	35.34368115848118
922	low	male	72.95762811649679	152.7114956126913	189.78925927773665	34.068634334561416	47.3367025012816
923	high	male	67.59597752951325	191.54040495585826	201.17557942598475	29.23551942240496	55.205010536700975
924	none	female	66.18459015870027	187.16658503082374	180.26134524851383	37.42319517070768	30.382174782457646
925	low	female	73.0237382412133	181.19438870047773	197.57582618748972	13.913553924798531	30.95374754794996
926	none	female	67.17590616431252	143.97245467022546	201.18203081892105	32.66167135435517	33.21872139427254
927	low	female	72.43550197365471	147.87648417286107	196.55396777621058	38.555824697516364	29.942608248251958
928	moderate	female	65.06583305894378	196.10302719863367	191.37500894502702	35.212619500838	27.068321461793325
929	moderate	male	66.2169682714409	230.9680080432537	193.4898261117053	31.86479572733162	40.50324237764416
930	none	male	57.32938840104107	183.89925639331494	191.5777850627054	29.490824660109	43.339507437283785
931	low	male	74.0382929105515	163.30633334158512	199.28174096845032	34.66344190049647	43.082684964262846
932	low	male	71.84339343690183	162.70323318248944	184.19753902680503	23.925762434693603	33.558103934914506
933	intense	female	73.17098028641526	91.96994436038179	194.35400069740254	49.1224053333899	53.369662972190504
934	high	female	63.71964331802737	189.36082451302124	192.20969653387723	34.60225099729953	33.04538666623134
935	moderate	female	73.26796736840649	171.0281823196295	196.02941231520222	33.119804223919544	33.83420767222314
936	moderate	female	71.58625947847122	207.28939564032692	191.36760622508052	44.54950555482806	30.4258724821436
937	low	female	64.33967847772271	155.54101278007653	189.5181351903788	22.920082893766896	30.013261528962342
938	moderate	female	72.1251631860137	155.97431632769394	194.19782257213566	32.59512041941173	41.061454889492175
939	intense	male	62.02420420690851	276.19680113797597	199.34513065398468	35.78065318981594	52.70482440277739
940	moderate	male	75.16784056262514	142.84735939394832	188.6593274858764	35.923740905875626	38.670974057274805
941	moderate	male	69.86229358539713	225.8707409545068	191.60186941052208	32.6668648443707	37.61583430477896
942	none	male	70.54825434183428	92.52875165071579	190.47784619972245	34.94937619936937	40.06569883768604
943	high	female	63.44485810990194	160.16885527371034	190.44559580322326	36.98580200526389	41.24826374086111
944	none	male	67.2556600172967	152.76773559132045	192.20355464645098	17.57647616866137	40.34293445375619
945	low	female	60.227617374348895	166.1292211091239	186.80303168903177	26.2023212808036	25.682644770604014
946	high	male	64.64063760316976	121.50199719483155	187.23403487350754	33.78943384774774	63.41526527115646
947	none	male	59.91777200607177	161.84969557711563	195.9893255222158	25.731006438079778	40.23238632997389
948	none	male	67.90434932610182	180.51999255476622	188.21182417420306	24.29678458556425	38.3915789562884
949	low	male	62.17897550846507	173.20218052115547	192.92011597595027	27.988482403827405	47.222085512089755
950	moderate	female	65.0559499961778	118.38729436279462	187.9613078314773	31.835518424938066	37.38175969711832
951	moderate	female	74.15820087101982	162.27956152559753	191.4354495848522	28.690038513734095	28.738024094660148
952	low	female	65.74281557023386	169.8558930800235	195.42848554924973	17.018082489678076	21.26496863356492
953	low	male	64.1717520939083	94.19897138090006	196.6736392613409	31.834259776288853	41.0440585091003
954	high	male	70.18534431672903	188.27861494972817	202.23045075734646	43.56603351426633	44.97327433705027
955	moderate	male	70.00793475185672	197.45688850674844	195.76556329054267	38.97731317601171	41.84498139692093
956	moderate	male	71.06416219631643	196.82909970637292	198.55890704710592	38.27059359669328	35.677322600858105
957	moderate	male	69.02211805218	167.90274813709723	194.89594271011978	28.110861716004923	46.7417227290687
958	low	female	60.188757483169	108.58667663407164	191.72021338023038	31.302170669930785	40.74942050638011
959	high	female	59.34502028685594	182.1183613582327	192.66880842848138	33.08832998478321	50.73335621966458
960	none	male	74.30083891703612	138.96979923223552	192.81980372790758	35.77715869171818	37.13981904132054
961	high	male	63.50374236429986	177.54275840677877	188.45620672947172	29.63302890764773	56.358695180875095
962	low	female	69.54650650775544	170.20817814886544	183.9030990773637	12.406294760916587	34.99152170195036
963	moderate	male	64.3244026399617	177.34350981750336	190.0777915011669	38.95938275980132	42.345332197659474
964	none	male	67.90274669358082	114.70130275905649	196.18743696763607	43.47521637220464	32.84691542374454
965	high	female	66.54047062964568	135.38592163901083	195.5399114715699	39.97521356908619	45.73292663841625
966	high	female	62.95378294760646	167.38722599757463	192.77167021845187	33.01636344054772	45.20296608648824
967	low	male	63.12044733977291	131.78947598048774	196.83952323019042	30.642847364246087	34.53147089414213
968	high	male	74.41217416903143	215.51833109811207	193.78328847596893	30.85385856297438	49.44710599935611
969	low	female	72.24483434054771	171.11727047539523	197.7532957363417	28.438600425042598	39.12638171193269
970	moderate	female	62.267785071214945	131.37087270755535	191.70704848965767	20.02437447285822	49.71742481997871
971	moderate	male	59.79949566484519	139.68910603102591	188.53273643188484	32.57824031726207	46.97642381891516
972	none	female	77.16547458103577	163.02262322088535	190.07826173277564	42.77633270955827	19.835196298459554
973	none	male	61.88197281677416	201.99970562694816	188.93532369853418	34.50708030817829	29.841950178952168
974	high	male	59.57164792541428	183.83784561185476	187.57793361265865	29.612938660659825	57.902145450182516
975	low	female	63.417756956983155	135.9464028545451	192.44201119465959	34.75229234083551	29.526127744021323
976	moderate	male	69.4856136353617	123.7171235470776	188.46387843330925	38.690187892878114	41.223402092702976
977	moderate	female	60.10561512781816	201.72844233887642	190.6235654037371	28.962600383119245	34.172520383828385
978	low	female	55.630370029030516	122.57312772898806	193.2475517246267	22.33124921966086	41.664551121523274
979	low	male	72.92038973532631	199.30180492608253	190.69766043695256	32.60305936390536	36.38375038095271
980	moderate	female	66.48557424717931	154.0102850431891	195.5014867103701	25.618322555282237	36.48464309853416
981	low	male	71.30658618205283	105.10892911929645	190.53627182245123	30.25844717478121	40.55594834105455
982	high	male	70.99356205461615	183.78578063948476	188.6314946995361	43.601889543198034	42.550093145588804
983	moderate	male	71.42598323706525	206.67313022534668	192.53212503347436	29.69427038619584	38.49234433130385
984	none	male	74.6145655177373	176.98287336786245	194.8854376147926	33.99391572496348	39.79802577085459
985	none	female	77.81889194387495	194.97641080031713	197.5131687461869	33.90575162320854	31.48883010257229
986	low	female	81.02816529426096	189.88520380997488	191.9496723818554	42.84894481422294	22.77557219649404
987	moderate	male	66.6900607192279	218.4804580089239	196.2824480811275	27.171032667754766	47.45444184696267
988	moderate	male	63.319854149567014	145.13188931983493	194.58512212869897	35.77464962938579	49.87231134279101
989	moderate	male	73.26993444795244	146.45513949042999	183.81522259995205	24.966763506530228	48.567460001585815
990	low	male	61.57146307731805	113.24414787291667	201.10770377346898	35.904333931504006	47.02421524891279
991	low	male	74.97940820934144	164.68607911460035	188.86710396840357	27.33608825352423	41.478542555119304
992	low	male	71.56533802052004	184.57976306246786	196.1626278110103	39.20777506107216	38.607370220419774
993	moderate	male	59.47490857217819	186.87096572904488	194.64565719532922	36.29834503919034	35.26175724391648
994	low	male	72.98110820123895	153.08886012575223	185.95074856358795	18.232317075534148	40.99372270457496
995	low	male	72.62110119033005	148.2708737085302	192.33334777485598	31.051360125423546	36.57734697890743
996	low	male	65.98923596060982	196.54537938483872	199.2345121804733	36.00785505893703	32.18164153922316
997	low	male	66.78579404043444	138.0350664643013	189.37343346935074	34.171131787956185	36.367634233889675
998	low	female	75.4736218088907	208.88224044099613	189.9866106035085	37.60660139828734	28.027415660746325
999	low	male	76.99971760392789	160.98820895181188	192.53526927304017	29.94289725436657	38.576669942819414
1000	high	male	57.67927175938816	134.97804421585877	191.9992513735611	32.91608074066079	56.63462409058194
